product_name,product_category,product_price,product_description,brand_name,stock_quantity,manufacturer,sku,weight,color
Fleece Hoodie,Clothing - Outerwear,345.97,,Voonder,541,,0187-1221,6.4,Puce
Cranberry Almond Biscotti,Food - Bakery,7804.71,,Skyvu,936,Edgeblab,54973-3093,57,Aquamarine
Andouille Sausage,Food - Meat,5460.36,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Gigabox,,Skidoo,,25.3,Yellow
Over-Ear Headphones,Audio,1109.52,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Katz,916,Kare,10671-010,0.4,Yellow
Vacuum Sealer Machine,Kitchen,467.19,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Dynabox,758,Wikivu,0944-2620,20.6,Violet
Pepperoni Pizza Roll-Ups,Food - Frozen Foods,321.41,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Jamia,18,Demizz,62935-752,52.4,Red
Puzzle 3D Model Kit,Toys,9854.29,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Skinder,861,Eamia,65786-1717,59,Pink
Pasta (Linguine),Food - Pasta,2143.17,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",Voonix,,Skidoo,65585-511,51.6,Pink
Honey Butter Popcorn,,8977.46,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Youtags,129,Jabbercube,59115-123,5.9,Red
Car Diagnostic Scanner,Automotive,220.28,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Eadel,863,Jayo,54092-171,97,Puce
Over-The-Door Shoe Organizer,,2247.75,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Jaxspan,526,Jayo,49884-650,20.2,Blue
Phone Screen Protector,Accessories,9785.04,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Fanoodle,314,Plajo,68788-9950,7.1,Aquamarine
Stainless Steel Cutlery Set,Kitchen,3858.43,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Feedfish,967,Devshare,60429-234,33.1,Crimson
Garden Tool Belt,Garden,1653.47,,Jabberbean,779,Thoughtworks,36987-1907,74.9,Turquoise
Laptop Sleeve,Accessories,386.9,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Viva,141,Yabox,55154-3379,10.8,Yellow
Pet First Aid Kit,Pets,3676.76,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Jatri,868,Photospace,41250-075,32.9,Mauv
Two-Tone Windbreaker,Clothing - Outerwear,986.56,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Rhycero,95,Omba,57664-162,5.9,Mauv
Cereal Dispenser with Portion Control,Kitchen,4526.99,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Pixope,484,Gabspot,41163-300,70.3,Pink
Underwater Camera,Photography,4150.42,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Twinder,538,Oodoo,0869-0845,28.4,Mauv
Tomato Sauce,Food - Canned Goods,9028.44,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Eayo,946,Trupe,66336-096,94.8,Khaki
Lemon Basil Pasta Sauce,Food - Sauces,8703.07,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Omba,866,Innotype,49349-812,27.9,Turquoise
Walnut Halves,Food - Nuts,4908.44,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Devshare,149,Centimia,65954-046,17.7,Crimson
DIY Organic Gardening Kit,Garden,6866.43,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Edgeblab,147,Twitterbeat,31722-726,47.9,Green
Chocolate Hazelnut Spread,Food - Spreads,149.87,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Thoughtstorm,295,Nlounge,0172-3650,64.6,Violet
Trackpad for Laptop,Accessories,5402.99,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Jabbersphere,107,,66312-630,93.1,Puce
Cushion Covers,Home,2659.53,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Linkbridge,17,Twinder,0527-1413,73,Turquoise
Rice Pudding,Food - Desserts,5041.07,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Abatz,120,Tagopia,63981-519,36.1,Red
Beef Chili,Food - Canned Goods,787.22,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Skyndu,898,Bluezoom,51389-114,78.9,Turquoise
Travel Hair Straightener,Beauty,8903.74,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",BlogXS,573,Brainbox,53241-020,11.5,Indigo
Peas (frozen),Food - Frozen Foods,2117.42,,Zooxo,842,Fivechat,60793-859,23.2,Indigo
Memory Foam Mattress Topper,Home,8700.61,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,,999,Pixoboo,58411-222,14.6,Khaki
Frozen Acai Bowl,Food - Frozen Foods,352.58,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Skyndu,819,Browsezoom,54868-3319,18.9,Pink
Stylish Wide-Leg Trousers,Clothing - Bottoms,1030.79,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Realbridge,837,Jaxbean,63629-4565,53.2,Teal
Silicone Baking Mats,Kitchen,6846.38,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Leenti,913,Browsezoom,0093-7290,66.6,Orange
Classic Baseball Cap,Clothing - Accessories,9150.34,Fusce consequat. Nulla nisl. Nunc nisl.,Teklist,612,Tazzy,69106-090,48.5,Indigo
DIY Lip Balm Making Kit,Crafts,8324.76,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Skinder,754,Jayo,48951-1112,87.8,Puce
Beach Cover-Up,Clothing - Swimwear,2095.56,,Rhynyx,614,Linktype,37205-387,47.1,Red
Video Camera,Electronics,1160.93,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",Ooba,153,Jatri,13668-133,31.3,Khaki
Snap-On Tupperware Set,Kitchen,8970.72,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Meedoo,462,Pixoboo,0597-0019,36.7,Maroon
Coconut Bowls Set,Kitchen,5723.7,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Jayo,905,Quamba,68400-111,73.2,Pink
Chia Seed Pudding Mix,Food - Breakfast,8956.51,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Twitterlist,277,Shufflebeat,0591-5708,91.7,Aquamarine
Spicy Chicken Wings,Food - Meat,8781.14,Fusce consequat. Nulla nisl. Nunc nisl.,Tekfly,72,Bubblemix,49404-112,20.4,Turquoise
Asian Noodle Salad Kit,Food - Salads,508.67,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Thoughtworks,822,Wikizz,24385-603,1.7,Khaki
Peach Mango Smoothie,Food - Beverages,4118.07,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Katz,520,Jabbersphere,0268-1069,58,Teal
Flavored Popcorn Mix,,7075.31,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",,868,Browsezoom,57237-091,39.6,
Frozen Cauliflower Rice,Food - Frozen Foods,3685.84,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Livetube,609,Twimm,43742-0216,48.7,Purple
Smart Wi-Fi Light Bulbs,Smart Home,4474.09,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Chatterbridge,,Twinder,53603-2002,16.9,Maroon
Chocolate Syrup,Food - Condiments,5437.27,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Dabfeed,720,Twitterlist,55714-4625,30.4,Indigo
Thai Peanut Noodles,Food - Pasta,5686.18,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",,96,Quimba,65954-070,92.1,Aquamarine
Almond Flour Pizza Crust,Food - Frozen Foods,1023.2,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Edgepulse,761,Photobug,0049-0114,50,Puce
Garlic Naan Bread,Food - Bakery,6573.17,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Buzzdog,131,Mydo,42508-155,90.4,Aquamarine
Faux Leather Leggings,Clothing - Pants,4029.16,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Yodoo,820,Wikizz,50991-582,45.7,Puce
Canned Sardines,Food - Seafood,6005.04,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Browsedrive,724,Topiczoom,55312-407,78,Indigo
DIY Candle Making Kit,Crafts,9204.13,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Skipfire,829,Trudoo,0113-0944,1,Yellow
Beef Taco Skillet,Food - Meal Kits,6780.58,,Skaboo,153,Bluezoom,68828-084,57,Purple
,Food - Snacks,5594.59,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Skippad,434,Skinix,63304-692,63.6,Fuscia
Sriracha Sauce,Food - Condiments,7832.01,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Feedspan,29,Demivee,61786-026,36.6,Indigo
Eco-Friendly Notepad,Office,8893.34,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Skivee,919,Youfeed,43269-676,27.5,Fuscia
